	url	authors	publish_date	text	keywords	summary
0	https://www.eonline.com/news/1024118/lori-loughlin-and-her-family-are-living-a-terrible-nightmare-in-wake-of-bribery-scandal	[]	2019-03-15 13:16:00	"Lori Loughlin and her family are reeling in the wake of the college admission scandal.

The Full House star's alleged involvement in the bribing college officials has resulted in a fallout that has the famous family in a state of shock. Big name brands have cut ties with Loughlin and her daughter, Olivia Jade, Loughlin's numerous roles in various shows hang in the balance and people they once viewed as friends are now reportedly distancing themselves.

Moreover, it appears that the alleged actions they took to secure their daughters' bright futures were for naught. Multiple outlets report that Olivia Jade, 19, and Bella Rose Giannulli, 20, will likely not return to the school when classes resume.

In a statement, USC Interim President Wanda M. Austin details the school's plan to carry out ""a case-by-case review of current students and graduates who may be connected to the alleged scheme."""	['alleged', 'wanda', 'nightmare', 'loughlin', 'various', 'terrible', 'olivia', 'scandal', 'lori', 'living', 'family', 'jade', 'college', 'wake', 'viewed', 'bribery']	"Lori Loughlin and her family are reeling in the wake of the college admission scandal.
The Full House star's alleged involvement in the bribing college officials has resulted in a fallout that has the famous family in a state of shock.
Big name brands have cut ties with Loughlin and her daughter, Olivia Jade, Loughlin's numerous roles in various shows hang in the balance and people they once viewed as friends are now reportedly distancing themselves.
Moreover, it appears that the alleged actions they took to secure their daughters' bright futures were for naught.
Multiple outlets report that Olivia Jade, 19, and Bella Rose Giannulli, 20, will likely not return to the school when classes resume."
1	https://www.cbsnews.com/news/felicity-huffman-lori-loughlin-delete-social-media-accounts-after-arrests-in-college-admissions-scandal/	['Caroline Linton']	None	"Felicity Huffman deleted her social media accounts on Friday, just days after she was among 50 people charged in a widespread college admissions scheme. The other high-profile actress charged, Lori Loughlin, removed her accounts on Tuesday.

Huffman's parenting website, What the Flicka?, also appeared to be taken down, according to Entertainment Tonight.

Huffman is accused of paying $15,000 — disguised as a tax-deductible charitable contribution — to a foundation operated by William Singer, who in turn, allegedly arranged for a particular proctor to ensure Huffman's daughter scored well. Her husband, actor William H. Macy, is not named in the indictment, but he is repeatedly referred to as Huffman's ""spouse.""

Huffman was released on $250,000 bond on Tuesday.

Just a few weeks before being charged, Huffman had tweeted a ""throwback"" photo with Macy, calling him her ""partner in crime.""

Loughlin and her husband, Mossimo Giannulli, are accused of paying $500,000 as part of a bribery plot to help their daughters gain admittance to the University of Southern California.

Loughlin was not brought into custody with everyone else charged because she was out of the country. Before she turned herself in Wednesday, her social media accounts were deleted. She was released Wednesday on $1 million bond.

The Hallmark Channel's parent company, Crown Media Family Networks, said Thursday they are no longer working with Loughlin, who had been a staple of the network.

Loughlin's daughter, Olivia Jade Giannulli, is also feeling the backlash to the scandal. A social media influencer who capitalized on her experience at USC with sponsored posts for various brands, Olivia Jade was dropped by Sephora, Estee Lauder, TRESemmé and Lulus, some of the brands she had worked with."	['charged', 'william', 'media', 'huffman', 'arrests', 'loughlin', 'released', 'social', 'delete', 'macy', 'accounts', 'olivia', 'paying', 'lori', 'felicity']	"Felicity Huffman deleted her social media accounts on Friday, just days after she was among 50 people charged in a widespread college admissions scheme.
The other high-profile actress charged, Lori Loughlin, removed her accounts on Tuesday.
Her husband, actor William H. Macy, is not named in the indictment, but he is repeatedly referred to as Huffman's ""spouse.""
Before she turned herself in Wednesday, her social media accounts were deleted.
A social media influencer who capitalized on her experience at USC with sponsored posts for various brands, Olivia Jade was dropped by Sephora, Estee Lauder, TRESemmé and Lulus, some of the brands she had worked with."
2	https://www.usmagazine.com/celebrity-news/news/john-legend-says-the-system-is-rigged-after-college-entry-scam/	['Nicole Briese']	2019-03-15 23:37:42+00:00	"Representative of a larger problem. John Legend addressed the national college admissions scam involving Lori Loughlin and Felicity Huffman while attending the iHeart Radio Music Awards on Thursday, March 14.

The 10-time Grammy winner, 40, admitted to Entertainment Tonight that while he went to a “good school” — Legend graduated from the University of Pennsylvania in 1999 — the scandal is illustrative of a broken structure in general. “I think it’s a longer conversation, because I think a lot of people look at this, rightly, as fraudulent and dishonest, but the bottom line is, the system’s been rigged for wealthy people for a long time,” he said.

The “All of Me” crooner went on to give examples of what he viewed as problematic loopholes in the process: “The admissions system rewards people’s parents being wealthy and people’s parents having gone to a certain school,” he told ET. “There’s a lot of legal ways to do that that still aren’t really that fair to a lot of other people.”

He’s not the only celeb to have weighed in on the controversy: Others stars, including Rob Lowe, Bethenny Frankel and Legend’s own wife, Chrissy Teigen, have also spoken out on the incident.

The model, 33, poked fun at the scandal with a Photoshopped image of herself, Legend, celebrity hairstylist Jen Atkin and Atkin’s husband, Mike Rosenthal, superimposed onto soccer players’ faces on Twitter on Wednesday, March 13.

“Does this look real? we are trying to get into harvard,” she captioned the shot. She also commented on her own post, writing, “I feel like mine could pass.”

Loughlin, 54, and Huffman, 56, were both indicted for allegedly paying bribery sums of $500,000 and $15,000, respectively, in order for their children to be admitted to college.

The Full House alum was arrested on Wednesday and released later that night on a $1 million bond. She is scheduled to appear in court on March 29.

Huffman, for her part, held hands with husband William H. Macy for her Friday, March 15 court appearance. She was arrested at gunpoint on Tuesday, March 12, and let go on a $250,000 bond.

Sign up now for the Us Weekly newsletter to get breaking celebrity news, hot pics and more delivered straight to your inbox!

Want stories like these delivered straight to your phone? Download the Us Weekly iPhone app now!"	['scam', 'legend', 'rigged', 'john', 'think', 'weekly', 'system', 'went', 'scandal', 'entry', 'straight', 'lot', 'college', 'school', 'wealthy', 'peoples']	"John Legend addressed the national college admissions scam involving Lori Loughlin and Felicity Huffman while attending the iHeart Radio Music Awards on Thursday, March 14.
The 10-time Grammy winner, 40, admitted to Entertainment Tonight that while he went to a “good school” — Legend graduated from the University of Pennsylvania in 1999 — the scandal is illustrative of a broken structure in general.
The Full House alum was arrested on Wednesday and released later that night on a $1 million bond.
Huffman, for her part, held hands with husband William H. Macy for her Friday, March 15 court appearance.
Sign up now for the Us Weekly newsletter to get breaking celebrity news, hot pics and more delivered straight to your inbox!"
3	https://www.tmz.com/2019/03/14/lori-loughlin-olivia-jade-dropped-sephora-college-admissions-scandal/	[]	2019-03-14 00:00:00	"Lori Loughlin Dropped by 'Fuller House' ... Also Loses Hallmark

Lori Loughlin Dropped by 'Fuller House' and Hallmark

Exclusive Details

7:50 PM PT - Our intel is clear -- Lori's not coming back to ""Fuller House."" A well-placed production source tells TMZ, ""Fuller House is not currently in production. Lori is a guest star and was during the previous 4 seasons and there are currently no plans for her to return to the 5th season."" Translation ... she's gone from the show.

6:56 PM PT -- Hallmark has now addressed their show, ""When Calls the Heart,"" which is now in the middle of airing its 6th season and stars Loughlin, saying, ""The series will not air on Sunday, March 17. We are evaluating all creative options related to When Calls the Heart series.""

With 7 episodes to go for the season, that must be a busy writers' room.

2:50 PM PT -- Tresemme has also announced they are cutting ties with Olivia. They stated, ""We take this very seriously and are no longer working with Olivia.""

12:35 PM PT -- Hallmark has cut ties with Lori Loughlin, a longtime collaborator with the company. In a statement Hallmark's parent company, Crown Media, says it is no longer working with Lori and has stopped development of all productions she's involved in, adding it was ""saddened"" by the allegations.

Hallmark's first tragic ending ever. That's a shame.

12:08 PM PT -- Olivia's page with clothing brand Princess Polly is no longer active ... we've reached out to the company to see if the line has been completely shelved, but no word back so far.

Lori Loughlin's alleged cheating is already costing her daughter, Olivia Jade -- 'cause Sephora just kicked the kid to the curb in the wake of the college admissions scandal.

A honcho for Sephora -- which had a partnership with Olivia -- tells TMZ, ""After careful review of recent developments, we have made the decision to end the Sephora Collection partnership with Olivia Jade, effective immediately.""

Olivia had a makeup partnership with the cosmetics chain that produced the Olivia Jade x Sephora palette. That page on Sephora's website has been 86'd.

Lori's youngest daughter has been catching the bulk of the backlash since her mom and dad were indicted for allegedly paying bribes to get their kids into USC.

TMZ broke the story ... Olivia was on Rick Caruso's yacht in the Bahamas with his daughter when the indictment news broke ... Caruso -- the Chairman of USC's Board of Trustees -- tells us that Olivia is no longer on his yacht, and has since gone home.

USC has yet to decide Olivia's fate.

Originally Published -- 11:18 AM PT"	['fuller', 'longer', 'sephora', 'loughlin', 'olivia', 'dropped', 'lori', 'season', 'hallmark', 'tells', 'pt', 'house']	"Lori Loughlin Dropped by 'Fuller House' ... Also Loses HallmarkLori Loughlin Dropped by 'Fuller House' and HallmarkExclusive Details7:50 PM PT - Our intel is clear -- Lori's not coming back to ""Fuller House.""
A well-placed production source tells TMZ, ""Fuller House is not currently in production.
Lori is a guest star and was during the previous 4 seasons and there are currently no plans for her to return to the 5th season.""
12:35 PM PT -- Hallmark has cut ties with Lori Loughlin, a longtime collaborator with the company.
Olivia had a makeup partnership with the cosmetics chain that produced the Olivia Jade x Sephora palette."
4	https://people.com/tv/lori-loughlin-dropped-by-hallmark-channel-amid-college-admissions-scandal/	['Christina Dugan']	None	"Lori Loughlin has been dropped from all Hallmark Channel productions in the wake of the college admissions scandal.

In a statement obtained by PEOPLE on Thursday, the network said, “We are saddened by the recent news surrounding the college admissions allegations.”

Get push notifications with news, features and more.

“We are no longer working with Lori Loughlin and have stopped development of all productions that air on the Crown Media Family Network channels involving Lori Loughlin including Garage Sale Mysteries, an independent third party production,” the statement continued.

Along with stopping any current projects, the network will no longer air past content featuring Loughlin.

Rodin Eckenroth/WireImage

The actress has become a staple on the channel over the years, starring in numerous movies, TV shows and specials. She is currently starring as a series regular on Hallmark’s drama When Calls the Heart, which is currently in its sixth season. A representative for Hallmark told PEOPLE that the series will not air on Sunday, March 17.

“We are evaluating all creative options related to When Calls the Heart series,” the rep said.

Loughlin, 54, is among dozens charged in an alleged college admissions scam involving elite colleges and universities including Yale, Georgetown, the University of Southern California and Stanford. Loughlin and her husband, fashion designer Mossimo Giannulli, allegedly paid $500,000 to make it appear that their daughter had been a rower, the indictment states. (Olivia Jade is not currently listed on the USC women’s rowing roster. It’s unclear if she was aware of the alleged scheme, and she was not charged.)

Both Loughlin and Giannulli were both arrested this week — she on Wednesday and he on Tuesday — on a felony charge of conspiracy to commit mail fraud and honest services mail fraud. Giannulli appeared in federal court on Tuesday and was released after posting a $1 million bond. Loughlin made her first appearance in federal court on Wednesday in Los Angeles where a judge set her bond at $1 million, according to the Associated Press, the Orange County Register and the San Gabriel Valley Tribune.

RELATED: From Lori Loughlin to a Parenting Advice Author: Everyone Who Has Been Charged in the College Admissions Cheating Scandal

Donato Sardella/Getty Images for LACMA

A source told PEOPLE that some of the pair’s friends have been distancing themselves from the couple in light of the news.

“Lori and Mossimo are finding out quickly who their real friends are,” the insider said. “It’s not like they are the victims of a crime. They are the crime.”

“Many of their friends don’t want to be associated with them right now,” the source added. “Their friends are shocked at the allegations.”

RELATED: Lori Loughlin Seen Facing Judge in Courtroom Sketch After Arrest in Alleged College Admissions Scam

A second source told PEOPLE that in the wake of the scandal, those who know Loughlin are also saddened to learn of her alleged involvement in the crime.

“Lori has always been a no nonsense, seemingly together woman who knows what she wants and goes for it with zest. She exudes both confidence and folksy charm at the same time,” the second source said.

“This issue is shocking and greatly saddens many people,” said the second source. “I’ve heard she is devastated, and the whole family wants to hide from the world.”

Gabriel Olsen/Getty

The pair accounts for two of 50 people indicted as part of the alleged nationwide scheme, which broke on Tuesday when federal court records were unsealed in Boston. Other notable names include Desperate Housewives star Felicity Huffman and author Jane Buckingham.

According to a release from the U.S. Attorney’s Office in Massachusetts, the widespread effort was made by wealthy families to get their children into top colleges by falsifying SAT scores, lying about their athletic skills, and more. It’s unclear if the children were aware of any of these alleged crimes.

Some named in the court documents allegedly paid bribes of up to $6 million to get their children into elite colleges, including Yale, Stanford, Georgetown, the University of Southern California, UCLA, the University of San Diego, University of Texas and Wake Forest, according to federal prosecutors."	['university', 'alleged', 'federal', 'loughlin', 'source', 'dropped', 'scandal', 'lori', 'court', 'hallmark', 'college', 'amid', 'channel', 'admissions', 'friends']	"Lori Loughlin has been dropped from all Hallmark Channel productions in the wake of the college admissions scandal.
In a statement obtained by PEOPLE on Thursday, the network said, “We are saddened by the recent news surrounding the college admissions allegations.”Get push notifications with news, features and more.
“We are no longer working with Lori Loughlin and have stopped development of all productions that air on the Crown Media Family Network channels involving Lori Loughlin including Garage Sale Mysteries, an independent third party production,” the statement continued.
Loughlin, 54, is among dozens charged in an alleged college admissions scam involving elite colleges and universities including Yale, Georgetown, the University of Southern California and Stanford.
Giannulli appeared in federal court on Tuesday and was released after posting a $1 million bond."
5	https://www.hollywoodreporter.com/live-feed/fuller-house-drops-lori-loughlin-college-bribery-arrest-1195196	['Rick Porter', 'Rick.Porter Thr.Com']	2019-03-15 16:59:06	"The actress won't return for the show's final season in the fall after being indicted in a college admissions bribery case.

A day after Hallmark Channel cut ties with Lori Loughlin, the actress looks to be out of Netflix's Fuller House as well.

Loughlin and husband Mossimo Giannulli were among 50 people indicted in a nationwide college admissions bribery case earlier this week. She has had a recurring part on Fuller House, reprising her role from the 1987-95 ABC sitcom Full House. She appeared in 13 of the show's 57 episodes through season four.

The show will air its fifth and final season on Netflix in the fall. Filming hasn't started yet, and sources tell The Hollywood Reporter that production won't be impacted by Loughlin's legal issues as there are no current plans for her to return.

Netflix and Warner Horizon Television, which produces the series, declined to comment.

Loughlin was taken into custody Wednesday after being named in the indictments, which allege she and Giannulli paid $500,000 to a college prep business run by William ""Rick"" Singer to ensure their daughters would be admitted to the University of Southern California. Others named in the case include Hollywood investor Bill McGlashan, actress Felicity Huffman and administrators and athletic coaches at USC, Stanford, Yale and the University of Texas.

Following the indictment, Hallmark Channel said it was ending its relationship with Loughlin, a regular on the cabler's series When Calls the Heart and star of its Garage Sale Mystery movies. She also appeared in several of the channel's popular Christmas movies.

Sunday's episode of When Calls the Heart, which is in its sixth season, has been pulled from the schedule. Hallmark says it's ""evaluating all creative options"" regarding the show's future."	['university', 'fuller', 'named', 'drops', 'loughlin', 'indictment', 'collegebribery', 'shows', 'lori', 'actress', 'season', 'hallmark', 'wont', 'college', 'series', 'house']	"The actress won't return for the show's final season in the fall after being indicted in a college admissions bribery case.
A day after Hallmark Channel cut ties with Lori Loughlin, the actress looks to be out of Netflix's Fuller House as well.
Loughlin and husband Mossimo Giannulli were among 50 people indicted in a nationwide college admissions bribery case earlier this week.
She has had a recurring part on Fuller House, reprising her role from the 1987-95 ABC sitcom Full House.
Sunday's episode of When Calls the Heart, which is in its sixth season, has been pulled from the schedule."
6	https://www.sfgate.com/tv/article/Lori-Loughlin-Aunt-Becky-Full-Fuller-House-Netflix-13692113.php	['Alyssa Pereira']	2019-03-15 13:40:00-07:00	"Report: Lori Loughlin unlikely to reprise Aunt Becky role on 'Fuller House' after college scandal

Designer Mossimo Giannulli and actress Lori Loughlin attend LACMA's 50th Anniversary Gala sponsored by Christie's at LACMA on April 18, 2015 in Los Angeles, California. Designer Mossimo Giannulli and actress Lori Loughlin attend LACMA's 50th Anniversary Gala sponsored by Christie's at LACMA on April 18, 2015 in Los Angeles, California. Photo: Donato Sardella/Getty Images For LACMA Photo: Donato Sardella/Getty Images For LACMA Image 1 of / 38 Caption Close Report: Lori Loughlin unlikely to reprise Aunt Becky role on 'Fuller House' after college scandal 1 / 38 Back to Gallery

Following news that actress Lori Loughlin allegedly took part in a bribery scandal to get her two daughters into the University of Southern California, the Hallmark Channel announced it would be severing ties with her.

Now, as Deadline and TMZ report, she also might not return to her role as Rebecca Donaldson-Katsopolis — or Aunt Becky — on Netflix's ""Full House"" sequel, ""Fuller House.""

RELATED: Actresses Felicity Huffman, Lori Loughlin among dozens charged in college admissions scheme

Now, Loughlin is not a series regular on the show — she's a guest star — and the writers haven't yet begun writing the script for the fifth and final season, so there was no guarantee Loughlin was ever to appear in the final season. However, she has appeared in every season to date, so some might interpret her absence from the production as a glaring omission.

Netflix had no comment to SFGATE on the report, and Warner Horizon, which distributes the program, hadn't commented by press time. Deadline nevertheless reports that a ""final judgement could come as soon as the next day or so.""

RELATED: Lori Loughlin dropped by Hallmark Channel amid college admissions scam allegations

Earlier this week, Loughlin, as well as her husband, fashion designer Mossimo Giannulli and dozens of other wealthy and prominent parents were accused of bribing university officials across the country to get their children into ivy league and top-ranked schools. In the case of Loughlin and Giannulli, they are accused of handing over half a million in bribes to get their daughters falsely listed as new recruits for the USC crew team.

Loughlin was arraigned Wednesday in a Los Angeles federal court and is currently out on $1 million bail.

Alyssa Pereira is an SFGATE staff writer. Email her at apereira@sfchronicle.com or find her on Twitter at @alyspereira.

"	['role', 'fuller', 'los', 'report', 'loughlin', 'giannulli', 'scandal', 'unlikely', 'lori', 'lacma', 'season', 'mossimo', 'reprise', 'college', 'house']	"Report: Lori Loughlin unlikely to reprise Aunt Becky role on 'Fuller House' after college scandalDesigner Mossimo Giannulli and actress Lori Loughlin attend LACMA's 50th Anniversary Gala sponsored by Christie's at LACMA on April 18, 2015 in Los Angeles, California.
Designer Mossimo Giannulli and actress Lori Loughlin attend LACMA's 50th Anniversary Gala sponsored by Christie's at LACMA on April 18, 2015 in Los Angeles, California.
Now, as Deadline and TMZ report, she also might not return to her role as Rebecca Donaldson-Katsopolis — or Aunt Becky — on Netflix's ""Full House"" sequel, ""Fuller House.""
Netflix had no comment to SFGATE on the report, and Warner Horizon, which distributes the program, hadn't commented by press time.
Loughlin was arraigned Wednesday in a Los Angeles federal court and is currently out on $1 million bail."
7	https://www.usmagazine.com/celebrity-news/news/olivia-jade-giannulli-once-joked-she-never-went-to-high-school/	"[""Alexandra D'Aluisio""]"	2019-03-15 16:16:14+00:00	"A little too honest. Less than a year before Lori Loughlin was arrested for her alleged involvement in a nationwide college admissions scam, her daughter Olivia Jade Giannulli joked that she rarely attended school.

The YouTube star, 19, posted a vlog in May 2018 that documented her last day of high school. The video began with Giannulli putting on makeup and preparing do a senior prank with her classmates.

“I’m, like, excited to go … do the school prank,” the beauty guru said in the clip. “But I’m also literally never at school that I think … maybe they forget I go there. I’m just kidding!”

Three months later, the social media influencer faced backlash for saying she only wanted to go to college for “game days” and “partying.” She noted: “I said something super ignorant and stupid, basically. And it totally came across that I’m ungrateful for college … and it just kind of made it seem like I don’t care, I just want to brush it off. I’m just gonna be successful at YouTube and not have to worry about school. I’m really disappointed in myself.”

Giannulli and her older sister, Bella, 20, both currently attend the University of Southern California, but their status at the school is questionable in the wake of the scheme. A spokesperson for the university told Us Weekly in a statement on Wednesday, March 13, “We are going to conduct a case-by-case review for current students and graduates that may be connected to the scheme alleged by the government.”

The girls’ parents, Loughlin and Mossimo Giannulli, allegedly “agreed to pay bribes totaling $500,000 in exchange for having their two daughters designated as recruits to the USC crew team — despite the fact that they did not participate in crew — thereby facilitating their admission to USC,” according to court documents.

The fashion designer, 55, was arrested on Tuesday, March 12, and the Full House alum, 54, was taken into custody the following day. They both appeared in court and were released on a $1 million bond each. Actress Felicity Huffman was also arrested in alleged connection with the scam.

Olivia has not yet publicly commented on the scandal, but it is already affecting her career. The social media star has lost brand deals with Sephora and TRESemmé. Similarly, her mother was dropped by the Hallmark Channel.

“We are saddened by the recent news surrounding the college admissions allegations,” Crown Media Family Networks said in a statement. “We are no longer working with Lori Loughlin and have stopped development of all productions that air on the Crown Media Family Network channels involving Lori Loughlin including Garage Sale Mysteries, an independent third party production.”

Sources also told TVLine that the Summerland alum is not expected to return to Fuller House‘s fifth and final season when it airs on Netflix in Fall 2019. Us Weekly has reached out to both Netflix and Loughlin for comment.

For all the inside details on the biggest celebrity stories and scoop this week, subscribe to our new podcast ""Us Weekly's Hot Hollywood"" below!

Sign up now for the Us Weekly newsletter to get breaking celebrity news, hot pics and more delivered straight to your inbox!

Want stories like these delivered straight to your phone? Download the Us Weekly iPhone app now!"	['alleged', 'media', 'loughlin', 'giannulli', 'weekly', 'went', 'olivia', 'jade', 'high', 'im', 'joked', 'lori', 'arrested', 'college', 'school']	"Less than a year before Lori Loughlin was arrested for her alleged involvement in a nationwide college admissions scam, her daughter Olivia Jade Giannulli joked that she rarely attended school.
The YouTube star, 19, posted a vlog in May 2018 that documented her last day of high school.
The video began with Giannulli putting on makeup and preparing do a senior prank with her classmates.
“I’m, like, excited to go … do the school prank,” the beauty guru said in the clip.
“But I’m also literally never at school that I think … maybe they forget I go there."
8	https://news.yahoo.com/called-heart-episode-pulled-hallmark-225055662.html	['Dominic Patten']	2019-03-14 22:50:55+00:00	"Hallmark Channel pink-slipped Lori Loughlin and pulled the plug on Garage Sales Mysteries earlier today, and now the Crown Media-owned outlet is putting the actor’s other series When Calls the Heart on ice, for a bit.

The March 17 primetime episode of the western drama has been taken off the schedule by Hallmark as producers try to come up with “creative solutions” for Loughlin’s Abigail Station character. While the actress who is indicted in the elite college bribery scheme is fired from the show, the series developed by Michael Landon Jr. based on Janette Oake’s books is absolutely not canceled, I hear.

Related stories

Netflix Doubles Down On Mandarin-Language Content With Taiwanese Horror Drama 'Green Door'

#SaveODAAT: Can Sony TV Find New Home For Beloved Latinx Family Sitcom?

Lori Loughlin's 'Fuller House' Future Dim Due To Elite School Bribery Scandal

However, all options are being explored on how to take the already-filmed episodes of Heart forward without Loughlin, one source says.

The impetus to keep Heart going makes absolute sense when you consider that last week’s Season 6 debut of the small-town drama was the highest-rated premiere in the series’ history.

Having flown in on March 12 from filming for Hallmark in Vancouver, Loughin surrendered to the FBI and was arraigned Wednesday in federal court in Los Angeles. She was released on $1 million bail bond, like her husband fashion designer Mossimo Giannulli was the day before.

“We are saddened by the recent news surrounding the college admissions allegations,” a Crown Media spokesperson told Deadline earlier today. “We are no longer working with Lori Loughlin and have stopped development of all productions that air on the Crown Media Family Network channels involving Lori Loughlin including Garage Sale Mysteries, an independent third party production.”

Netflix has remained quiet about whether it plans to drop Loughlin or not from Fuller House. It might be a moot point as writing on the fifth and final season of the Full House sequel of sorts hasn’t even started and the once busy actor was a recurring guest in her famed Aunty Becky role.

The still-UTA-repped Loughlin and Giannulli were part of a yearlong investigation that also snared American Crime star Felicity Huffman and more than 30 other parents. The couple are accused of paying “bribes totaling $500,000 in exchange for having their two daughters designated as recruits to the USC crew team — despite the fact that they did not participate in crew — thereby facilitating their admission to USC,” according to the 200-page indictment announced Tuesday.

Like the other parents, Huffman, Loughlin, Giannulli and now ex-STX board member Bill McGlashan are being charged with conspiracy to commit mail fraud and honest services fraud, according to the unsealed March 6 “Operation Varsity Blues” indictment.

RelatedBill McGlashan Resigns From TPG As College Bribery Scandal Swirls

Sign up for Deadline's Newsletter. For the latest news, follow us on Facebook, Twitter, and Instagram."	['drama', 'pulled', 'calls', 'house', 'crown', 'loughlin', 'giannulli', 'scandal', 'lori', 'hallmark', 'episode', 'college', 'series', 'amid', 'channel', 'heart']	"Hallmark Channel pink-slipped Lori Loughlin and pulled the plug on Garage Sales Mysteries earlier today, and now the Crown Media-owned outlet is putting the actor’s other series When Calls the Heart on ice, for a bit.
Lori Loughlin's 'Fuller House' Future Dim Due To Elite School Bribery ScandalHowever, all options are being explored on how to take the already-filmed episodes of Heart forward without Loughlin, one source says.
“We are saddened by the recent news surrounding the college admissions allegations,” a Crown Media spokesperson told Deadline earlier today.
The still-UTA-repped Loughlin and Giannulli were part of a yearlong investigation that also snared American Crime star Felicity Huffman and more than 30 other parents.
Like the other parents, Huffman, Loughlin, Giannulli and now ex-STX board member Bill McGlashan are being charged with conspiracy to commit mail fraud and honest services fraud, according to the unsealed March 6 “Operation Varsity Blues” indictment."
9	https://www.bbc.com/news/world-us-canada-47577506	[]	None	"Image copyright Getty Images Image caption Ms Loughlin, who was fired from Hallmark, is named in the lawsuit

A US mother has filed a $500bn (£375bn) lawsuit against the people charged in a university admissions scandal, claiming her son was unfairly denied placement.

Jennifer Kay Toy cited the ""despicable actions"" of the alleged conspirators as the reason her child was not admitted to some universities he had applied to.

A separate class action suit brought by current students has been filed against the universities named by US officials.

The students say a ""warped and rigged"" admission scandal cost them money.

Actresses Felicity Huffman and Lori Loughlin are among the 33 parents charged with conspiring to bribe, cheat on tests and fake credentials to get their students into elite universities.

On Thursday, Ms Loughlin was officially dropped from the Hallmark Channel, a television network she has worked with since at least 2010.

Media playback is unsupported on your device Media caption Students react to cheating scam: ""This is how we got into an elite college""

What are the lawsuits?

In her filing to a San Francisco court on Wednesday, Ms Toy said that her son Joshua applied to some of the schools mentioned in the US Department of Justice complaint ""but did not make the cut for some undisclosed reason"".

""I'm now outraged and hurt because I feel that my son, my only child, was denied access to a college, not because he failed to work and study hard enough, but because wealthy individuals felt it was OK to lie, cheat, steal and bribe their children's way into a good college,"" her civil suit states.

A separate $5m lawsuit brought by students from Stanford University claims they were deceived when they agreed to pay the fees required with each application. The students requested compensation for the fees.

Student Erica Olsen said she was rejected from Yale after paying $80 despite her ""stellar"" test scores and athletic ability.

""Had Plaintiffs known that the system was warped and rigged by fraud, they would not have spent the money to apply to the school,"" the lawsuit claims, adding: ""They also did not receive what they paid for - a fair admissions consideration process.""

Yet another suit from students at Tulane University, Rutgers University and a community college in Orange County, California has been filed against William ""Rick"" Singer, who pleaded guilty on Tuesday to racketeering for his role as mastermind of the criminal schemes.

Image copyright Getty Images Image caption Lori Loughlin starred in two Hallmark series and several Hallmark films

Pulled from Hallmark

Lori Loughlin, who rose to fame in her role as Aunt Becky on the 1987 sitcom Full House and the 2016 Netflix reboot Fuller House, has been dropped from the Hallmark Channel.

""We are saddened by the recent allegations surround the college admission process"" the family-friendly network and greeting card company said on Thursday, adding that they were suspended her from any projects that she is currently working on.

She currently stars in the ongoing Garage Sale Mysteries movies and the series When the Heart Calls.

There was a logistical factor in the networks decision, as When Calls the Heart is filmed in Canada and a judge had ordered Ms Loughlin to surrender her passport pending trial."	['sued', 'scam', 'college', 'university', 'image', 'students', 'huffman', 'cheating', 'loughlin', 'son', 'lori', '500bn', 'hallmark', 'lawsuit', 'felicity', 'suit', 'ms']	"A separate class action suit brought by current students has been filed against the universities named by US officials.
Actresses Felicity Huffman and Lori Loughlin are among the 33 parents charged with conspiring to bribe, cheat on tests and fake credentials to get their students into elite universities.
On Thursday, Ms Loughlin was officially dropped from the Hallmark Channel, a television network she has worked with since at least 2010.
Media playback is unsupported on your device Media caption Students react to cheating scam: ""This is how we got into an elite college""What are the lawsuits?
There was a logistical factor in the networks decision, as When Calls the Heart is filmed in Canada and a judge had ordered Ms Loughlin to surrender her passport pending trial."
